Quote|Character|Nation|Bending|Episode|Book
You know, it's okay to miss Appa. What's going on with you? In the desert, all you cared about was finding Appa and now it's like you don't care about him at all.|Katara|Water|Water|The Serpent's Pass|Earth
You saw what I did out there. I was so angry about losing Appa that I couldn't control myself. I hated feeling like that.|Aang|Air|All|The Serpent's Pass|Earth
But now you're not letting yourself feel anything. I know sometimes it hurts more to hope and it hurts more to care. But you have to promise me that you won't stop caring.|Katara|Water|Water|The Serpent's Pass|Earth
It's so hard to lose someone you care about. Something happened at the North Pole and I couldn't protect someone. I don't want anything like that to ever happen again.|Sokka|Water|None|The Serpent's Pass|Earth
Maybe it's because I'm not a man ... I'm a girl!|Smellerbee|Earth|None|The Serpent's Pass|Earth
I know, you're right. As long as I'm confident with who I am, it doesn't matter what other people think. Thanks, Longshot.|Smellerbee|Earth|None|The Serpent's Pass|Earth
I've done some things in my past that I'm not proud of, but that's why I'm going to Ba Sing Se: for a new beginning. A second chance.|jet|Earth|None|The Serpent's Pass|Earth
That's very noble of you. I believe people can change their lives if they want to. I believe in second chances.|Iroh|Fire|Fire|The Serpent's Pass|Earth
I think I just figured out why they call it the Serpent's Pass! Suki, you know about giant sea monsters, make it go away!|Sokka|Water|None|The Serpent's Pass|Earth
Oh great and powerful sea serpent, please accept this humble and tasty offering. Thank you.|Sokka|Water|None|The Serpent's Pass|Earth
Actually, I'm going to stay on my little island, where I can see!|Toph|Earth|Earth|The Serpent's Pass|Earth
Oh Sokka, you saved me!|Toph|Earth|Earth|The Serpent's Pass|Earth
Oh ... well ... you can go ahead and let me drown now.|Toph|Earth|Earth|The Serpent's Pass|Earth
What? Now? Can't you hold it in or something?|Sokka|Water|None|The Serpent's Pass|Earth
This isn't the same as delivering an arctic seal! This is a real ... human ... thing!|Sokka|Water|None|The Serpent's Pass|Earth
You know, as soon as I saw your scar, I knew exactly who you were. You're an outcast, like me. And us outcasts have to stick together. We have to watch each other's backs. Because no one else will.|Jet|Earth|None|The Serpent's Pass|Earth
I've realized lately that being on your own isn't always the best path.|Zuko|Fire|Fire|The Serpent's Pass|Earth
It's so ... squishy looking.|Sokka|Water|None|The Serpent's Pass|Earth
I thought I was trying to be strong. But really I was just running away from my feelings. Seeing this family together, so full of happiness and love, it's reminded me how I feel about Appa ... and how I feel about you.|Aang|Air|All|The Serpent's Pass|Earth
Say hi to that big fuzzball for me.|Toph|Earth|Earth|The Serpent's Pass|Earth
I was in the Avatar State, but I was outside my body watching myself. It was scary. I was scary.|Aang|Air|All|The Avatar State|Earth
Who knew floating on a piece of driftwood for three weeks with no food or water, and sea vultures waiting to pluck out your liver could make one so tense?|Iroh|Fire|Fire|The Avatar State|Earth
I want the Avatar, I want my honor, my throne. I want my father not to think I'm worthless.|Zuko|Fire|Fire|The Avatar State|Earth
You might have mixed feelings about attacking members of the Royal Family. I understand. But I assure you, if you hesitate, I will not hesitate to bring you down.|Azula|Fire|Fire|The Avatar State|Earth
Do the tides command this ship?|Azula|Fire|Fire|The Avatar State|Earth
Well then, maybe you should worry less about the tides who have already made up their mind about killing you, and worry more about me, who's still mulling it over.|Azula|Fire|Fire|The Avatar State|Earth
With the kind of power he possesses, power enough to destroy hundreds of battle ships in a matter of minutes, he could defeat the Fire Lord now!|Fong|Earth|Earth|The Avatar State|Earth
I don't know how to get in or out of the Avatar State, much less what to do once I'm there.|Aang|Air|All|The Avatar State|Earth
Or just glow it up and stop that Fire Lord!|Sokka|Water|None|The Avatar State|Earth
If you two meat heads want to throw away everything we've worked for, fine, go ahead and glow it up!|Katara|Water|Water|The Avatar State|Earth
Look at these magnificent shells! I'll enjoy these keepsakes for years to come.|Iroh|Fire|Fire|The Avatar State|Earth
In my country, we exchange a pleasant hello before asking questions. Have you become uncivilized so soon, Zuzu?|Azula|Fire|Fire|The Avatar State|Earth
Father regrets your banishment. He wants you home.|Azula|Fire|Fire|The Avatar State|Earth
I'm not saying the Avatar State doesn't have incredible and helpful power ... but you have to understand ... for the people who love you, watching you be in that much rage and pain is really scary.|Katara|Water|Water|The Avatar State|Earth
Every day, more and more people die. I'm already one hundred years late. Defeating the Fire Lord is the only way to stop this war.|Aang|Air|All|The Avatar State|Earth
I have never known my brother to regret anything.|Iroh|Fire|Fire|The Avatar State|Earth
Did you listen to Azula? Father's realized how important family is to him! He cares about me!|Zuko|Fire|Fire|The Avatar State|Earth
I care about you! And if Ozai wants you back, well, I think it may not be for the reasons you imagine.|Iroh|Fire|Fire|The Avatar State|Earth
Zuko, I only meant that in our family, things are not always what they seem.|Iroh|Fire|Fire|The Avatar State|Earth
I think you are exactly what you seem! A lazy, mistrustful, shallow old man who's always been jealous of his brother!|Zuko|Fire|Fire|The Avatar State|Earth
Family sticks together, right?|Iroh|Fire|Fire|The Avatar State|Earth
Father blames Uncle for the loss of the North Pole. And he considers you a miserable failure for not finding the Avatar! Why would he want you back home, except to lock you up where you can no longer embarrass him?|Azula|Fire|Fire|The Avatar State|Earth
The Avatar State is a defense mechanism, designed to empower you with the skills and knowledge of all the past Avatars.|Roku|Fire|All|The Avatar State|Earth
The glow is the combination of all your past lives, focusing their energy through your body.|Roku|Fire|All|The Avatar State|Earth
In the Avatar State, you are at your most powerful, but you are also at your most vulnerable.|Roku|Fire|All|The Avatar State|Earth
If you are killed in the Avatar State, the reincarnation cycle will be broken and the Avatar will cease to exist.|Roku|Fire|All|The Avatar State|Earth
It's a new day. We've got a new apartment, new furniture, and today's the grand opening of your new tea shop. Things are looking up, Uncle.|Zuko|Fire|Fire|The Guru|Earth
Look Bosco! The Kyoshi Warriors are here to protect us! Aren't you excited?|Kuei|Earth|None|The Guru|Earth
It's terrible when you can't trust the people who are closest to you.|Azula|Fire|Fire|The Guru|Earth
Or we could send in Momo to do some damage!|Katara|Water|Water|The Guru|Earth
I was a spiritual brother of your people and a personal friend of Monk Gyatso.|Guru Pathik|None|None|The Guru|Earth
You must gain balance within yourself, before you can bring balance to the world.|Guru Pathik|None|None|The Guru|Earth
Uggh! It tastes like onion and banana juice!|Aang|Air|All|The Guru|Earth
Mai finally gets to wear make-up that's not totally depressing?|Ty Lee|Fire|None|The Guru|Earth
I'm talking about conquering the whole Earth Kingdom.|Azula|Fire|Fire|The Guru|Earth
Gosh, you're so confident. I really admire that about you.|Ty Lee|Fire|None|The Guru|Earth
In order to master the Avatar State, you must open all the chakras.|Guru Pathik|None|None|The Guru|Earth
The water flows through this creek, much like the energy flows through your body. As you see, there are several pools where the water swirls around before flowing on. These pools are like our chakras.|Guru Pathik|None|None|The Guru|Earth
If nothing else were around, this creek would flow pure and clear. However, life is messy, and things tend to fall in the creek.|Guru Pathik|None|None|The Guru|Earth
There are seven chakras that go up the body. Each pool of energy has a purpose, and can be blocked by a specific kind of emotional muck.|Guru Pathik|None|None|The Guru|Earth
First we will open the Earth Chakra, located at the base of the spine. It deals with survival, and is blocked by fear.|Guru Pathik|None|None|The Guru|Earth
What are you most afraid of? Let your fears become clear to you.|Guru Pathik|None|None|The Guru|Earth
Accept the reality that these things happened, but do not let them cloud and poison your energy. If you are to be a positive influence on the world, you need to forgive yourself.|Guru Pathik|None|None|The Guru|Earth
Destructive? Buoyant? And ... Aggh, ehhh! Terrible smelling!|Sokka|Water|None|The Guru|Earth
The mines are filled with skunk fish and seaweed. When a ship detonates the mine, the seaweed tangles up the propeller and the foul smell forces people to abandon the ship. I call it the 'stink and sink.'|Hakoda|Water|None|The Guru|Earth
Who thought when we came to this city as refugees, that I'd end up owning my own tea shop?|Iroh|Fire|Fire|The Guru|Earth
I'm thankful because you decided to share this special day with me. It means more than you know.|Iroh|Fire|Fire|The Guru|Earth
Now let's make these people some tea!|Zuko|Fire|Fire|The Guru|Earth
My Fire Chakra would like to eat something other than onion-banana juice.|Aang|Air|All|The Guru|Earth
You will never find balance if you deny this part of your life. You are the Avatar and therefore, you are a firebender.|Guru Pathik|None|None|The Guru|Earth
Hmmm ... that chakra opened less like a flowing creek, and more like a ... burping bison.|Guru Pathik|None|None|The Guru|Earth
Tastes like onions and bananas, but strangely something else. Pickles?|Aang|Air|All|The Guru|Earth
I'm tired of wearing this girly disguise. I don't know how anyone could fight in this.|Mai|Fire|None|The Guru|Earth
Maybe that's why it was so easy to beat the Kyoshi Warriors and take their clothes.|Ty Lee|Fire|None|The Guru|Earth
If I have to clean up one more pile of bear poop, I'm going to throw up.|Mai|Fire|None|The Guru|Earth
You have indeed felt a great loss. But love is a form of energy, and it swirls all around us. The Air Nomads' love for you has not left this world. It is still inside of your heart, and is reborn in the form of new love.|Guru Pathik|None|None|The Guru|Earth
Can I have some onion-banana juice, please?|Aang|Air|All|The Guru|Earth
The greatest illusion of this world is the illusion of separation. Things you think are separate and different are actually one in the same.|Guru Pathik|None|None|The Guru|Earth
Yes. We are all one people, but we live as if divided.|Guru Pathik|None|None|The Guru|Earth
Uncle! I need two jasmine, one green, and one lychee!|Zuko|Fire|Fire|The Guru|Earth
Wooo! Toph, you rule.|Toph|Earth|Earth|The Guru|Earth
Why would I choose cosmic energy over Katara?|Aang|Air|All|The Guru|Earth
So, Zuzu's in the city, too? I think it's time for a family reunion.|Azula|Fire|Fire|The Guru|Earth
I'm sorry, but I can't let go of Katara.|Aang|Air|All|The Guru|Earth
I am the greatest earthbender in the world! Don't you two dunderheads ever forget it!|Toph|Earth|Earth|The Guru|Earth
Sokka, you don't have to prove anything to me. I'm already proud of you and I've always known you're a great warrior.|Hakoda|Water|None|The Guru|Earth
You're not gonna wash up? You've got a little dirt on your ... everywhere, actually.|Katara|Water|Water|The Tales of Ba Sing Se|Earth
You call it dirt, I call it a healthy coating of earth!|Toph|Earth|Earth|The Tales of Ba Sing Se|Earth
The Fancy Lady Day Spa? Sounds like my kinda place.|Toph|Earth|Earth|The Tales of Ba Sing Se|Earth
Well, that wasn't so bad. I'm not usually into that stuff but I actually feel ... girly.|Toph|Earth|Earth|The Tales of Ba Sing Se|Earth
One of the good things about being blind, is I don't have to waste my time worrying about appearance. I don't care what I look like. I'm not looking for anyone's approval. I know who I am.|Toph|Earth|Earth|The Tales of Ba Sing Se|Earth
